text,polarity_score,sentiment
System bugs cause major interruptions.,4,2
Repeated service outages without clear explanation.,3,2
Frustrated with the unresolved technical errors.,2,2
Customer queries often put on hold too long.,3,2
No clear point of contact for urgent issues.,4,2
Lack of assistance in critical moments.,3,2
Many advertised features are missing or malfunctioning.,2,2
Service updates decrease usability repeatedly.,3,2
Customer service lacks proper training.,4,2
Difficult to navigate the new interface after updates.,3,2
The support team often provides conflicting information.,2,2
Customer concerns are often dismissed.,3,2
Too many unresolved issues across various areas.,4,2
Instructions are insufficient for proper use.,3,2
The product quality is not consistent with claims.,2,2
More problems introduced than fixed with updates.,3,2
The overall service experience is disappointing.,4,2
Waiting for help takes too long.,3,2
Customer complaints are rarely resolved satisfactorily.,2,2
Support is slow and not customer friendly.,3,2
User complaints often ignored or forgotten.,4,2
Multiple bugs affect daily usability.,3,2
The service reliability has taken a nosedive.,2,2
Communication gaps cause customer frustration.,3,2
Customer assistance lacks professionalism.,4,2
Delayed responses increase dissatisfaction.,3,2
Critical issues are not addressed timely.,2,2
User experience is severely hampered by frequent errors.,3,2
Service quality deteriorates with each update.,4,2
Poor handling of customer feedback.,3,2
Many service promises remain unfulfilled.,2,2
Customers often left without solutions.,3,2
Too many obstacles to getting help.,4,2
Support process is unnecessarily complicated.,3,2
Long waiting times for resolution.,2,2
Customer support lacks responsible follow up.,3,2
Persistent downtime affects usability.,4,2
Many product features are broken or missing.,3,2
Poor quality control with inconsistent results.,2,2
Customer service is often unreachable.,3,2
The experience was disappointing and stressful.,4,2
Many bugs introduced with latest updates.,3,2
Users face numerous problems without support.,2,2
Difficult to report issues and get responses.,3,2
Support staff are often rude and unhelpful.,4,2
Service levels have declined sharply.,3,2
Unresolved complaints are common.,2,2
Too many tedious steps to get help.,3,2
Much room for improvement in service quality.,4,2
Customer care seems disorganized and slow.,3,2
Frustration grows with slow problem resolution.,2,2
Service agreements often not honored.,3,2
New features frequently cause usability problems.,4,2
The latest version worsened user experience.,3,2
Support staff poorly trained and unprofessional.,2,2
No clear escalation path for critical issues.,3,2
Customer issues not taken seriously.,4,2
Overall dissatisfaction with product and service.,3,2
System failures frequent and disruptive.,2,2
Poor communication escalates user frustration.,3,2
Issues remain unresolved for unacceptably long periods.,4,2
Customer feedback ignored or dismissed.,3,2
Many features are unreliable or unstable.,2,2
Product defects cause repeated complaints.,3,2
Support takes forever to respond.,4,2
Customer happiness is not a priority.,3,2
Problems take too long to get fixed.,2,2
Support is generally unhelpful and slow.,3,2
Many conflicting instructions from different support agents.,4,2
Disheartening level of service quality.,3,2
Customer support is frequently unavailable.,2,2
Service interruptions are common and not communicated.,3,2
Too many unresolved issues damage trust.,4,2
Disappointing service expectations vs reality.,3,2
Support agents provide poorly researched solutions.,2,2
Lack of clear communication leads to customer irritation.,3,2
Frustration due to inadequate problem handling.,4,2
Users faced problems at every step.,3,2
Customer confidence is very low due to repeated errors.,2,2
Service quality is uneven and unreliable.,3,2
Many customer issues are lost in bureaucracy.,4,2
Troubleshooting support is inconsistent.,3,2
Customers often told conflicting information.,2,2
Service delays are routine and problematic.,3,2
Poor support follow-up leaves customers in limbo.,4,2
User complaints escalate without resolution.,3,2
The quality of interaction with support is poor.,2,2
Customers repeatedly face the same problems.,3,2
Service centers often understaffed and unprofessional.,4,2
User frustration mounts due to poor service.,3,2
Customer concerns not handled efficiently.,2,2
Service reliability is questionable.,3,2
Poor management of customer issues.,4,2
Repeated negative experiences with service.,3,2
Inefficient problem-solving contributes to dissatisfaction.,2,2
Customer support lacks follow-through.,3,2
Many unresolved technical glitches.,4,2
The support team is frequently unavailable.,3,2
Customers have to repeat their concerns multiple times.,2,2
Delayed responses cause loss of goodwill.,3,2
Too much wait time for help.,4,2
Service is unreliable and inconsistent.,3,2
Lack of effective communication from support.,2,2
Customer frustration peaks with unresolved complaints.,3,2
The service does not meet expectations.,4,2
Issues remain open for unacceptably long periods.,3,2
Support does not appear to care about customers.,2,2
The product lacks promised features and performance.,3,2
Customers express broad dissatisfaction.,4,2
Service quality issues are common and persistent.,3,2
Experience has been far below acceptable standards.,2,2
The service improvements seem superficial at best.,3,2
Many product issues continue unresolved.,4,2
Support is slow to react and solve problems.,3,2
Long wait times for customer support.,2,2
Customer dissatisfaction clearly visible.,3,2
The overall experience is frustrating and disappointing.,4,2
Delayed problem resolution causes annoyance.,3,2
Many customers complain about slow service.,2,2
Support representatives often lack knowledge.,3,2
Customer service is one of the weakest points.,4,2
Product reliability is highly questionable.,3,2
Poorly managed helpdesk experiences.,2,2
The product service is often subpar.,3,2
A lot of customer complaints about support delays.,4,2
The user interface is not intuitive anymore.,3,2
Issues are often passed around without resolution.,2,2
Many complaints go unaddressed for long periods.,3,2
Customer feedback channels seem ineffective.,4,2
The service feels inadequate for its price.,3,2
Repeated service interruptions frustrate customers.,2,2
Customer service needs major overhaul.,3,2
Service promises rarely fulfilled.,4,2
The new changes have negatively impacted the experience.,3,2
Customer support is not proactive.,2,2
Issues get escalated without proper resolution.,3,2
The overall system feels unstable and unreliable.,4,2
Customers express loss of confidence regularly.,3,2
The service lacks consistency and professionalism.,2,2
Many technical problems occur frequently.,3,2
Customer assistance is often unhelpful and unprofessional.,4,2
Lack of effective follow-up from support teams.,3,2
Customers often receive contradictory information.,2,2
The entire experience has been a major disappointment.,3,2
Customer service representatives need better training.,4,2
Issues frequently recur without resolution.,3,2
Users are left frustrated and dissatisfied.,2,2
Service management appears disorganized and slow.,3,2
Customers often wait long hours to get assistance.,4,2
Customer satisfaction metrics seem ignored.,3,2
The troubleshooting guides are confusing and unclear.,2,2
Service continuity and reliability are lacking.,3,2
Many customers express disappointment in service quality.,4,2
Slow and unhelpful responses diminish trust.,3,2
The overall product experience leaves much to be desired.,2,2
Customer complaints do not seem to be a priority.,3,2
Support service needs significant improvement.,4,2
Customer interaction quality is poor and inconsistent.,3,2
Technical problems cause frequent disruptions.,2,2
Customer concerns often go unaddressed.,3,2
Repeated service failures lower customer loyalty.,4,2
Customers are frequently dissatisfied with issue resolution.,3,2
Service support is hard to access and slow.,2,2
Customer care protocols seem ineffective.,3,2
The product lacks adequate documentation and help.,4,2
Service outages are frustrating and uncommunicated.,3,2
Customer feedback appears to be ignored completely.,2,2
Support communication needs to be improved.,3,2
Customer complaints are often mishandled or forgotten.,4,2
Issues remain unresolved despite numerous queries.,3,2
The product fails to provide adequate scalability.,10,2
The overall user experience has significantly declined.,9,0
Issues with updates cause user frustration.,7,0
The product's backend is unstable and prone to failures.,12,0
Customer satisfaction declines due to unresolved bugs.,3,2
Users report excessive load times and delays.,7,1
The product's upgrade cycle is poorly managed.,13,2
Many bugs adversely affect daily business operations.,7,2
Customer care seems overwhelmed and slow to react.,6,0
Technical support is difficult to reach and unhelpful.,5,2
The product update process introduces many new problems.,5,2
Customer complaints generally do not receive proper attention.,3,0
Support responses often fail to address the root cause of issues.,13,0
User satisfaction is impacted by recurring login problems.,2,1
Customer concerns are often dismissed without resolution.,4,1
The process to resolve problems is overly complicated.,10,2
The product's overall stability remains problematic.,3,0
Support often does not communicate changes clearly.,13,2
Customer support frequently bonds and delays issue resolutions.,11,0
Product documentation is difficult to navigate.,8,1
Many issues cause users to lose confidence.,9,1
Poor support follow-up leads to unresolved issues.,5,1
Most users find the product difficult to configure.,7,2
Users often find the support and documentation lacking.,10,0
Low priority given to user feedback and complaints.,9,2
Customer service representatives often give contradictory answers.,4,1
The product's roadmaps are unclear and unpredictable.,1,1
Support communications are often fragmented and incomplete.,6,1
Many features are missing in the latest version.,9,1
Customer support is difficult to access and unprofessional.,9,1
Customer service often fails to acknowledge urgent issues.,8,0
Customer dissatisfaction often stems from unresolved technical problems.,4,0
Support staff often provide answers that do not resolve issues.,13,0
The product often fails to work as expected during peak hours.,14,1
The product has serious scalability issues.,5,2
Support teams are slow to respond and provide solutions.,5,0
The product does not live up to its marketing.,8,0
Support communication fails to clarify issues effectively.,3,0
Users face frequent delays in issue resolution.,3,2
Customer feedback is rarely used to improve service.,8,1
I am hesitant to continue using this product due to issues.,9,2
Many technical problems cause frequent disruptions in work.,6,0
Customer service fails to provide consistent and clear communication.,14,1
Customer care protocols do not adequately support enterprise needs.,10,0
Customer frustration tends to increase with every unresolved problem.,3,0
User frustration grows due to poor service consistency.,1,1
Customer support frequently changes policies without proper notice.,3,1
The product interface is cluttered and confusing.,7,0
Product updates have introduced more problems than fixes.,5,0
Customer interaction quality is frequently poor.,13,2
price range e onek valo productplastic quality temon valo nasound onek valo ei price range ekaan betha hoy as plastic er bodyoverall kharap na,7,0
amazing yarbarths sound quality is good like it apnar o nitay paran,12,1
same as a picture thank you daraz and seller headphone ta te bass khub kom,9,1
keho niben na ei product onk baje charge dile light jole r 2 tai nosto,7,0
"not working
12 din hoise nichi
kisu bolar vasa khuje pachchhi na",7,0
vai ai ta mota moti valo ache apnra nite paren kono somossa nai,4,2
quality valo e dekhlam akhon use kora dekhi kemon service day,7,0
valoi silo ager ta tar jonno arekta nilam,7,0
alhamdulillah valoi product tanite paren,7,0
pordak or khubi valo saile kau nite paren,7,0
kom taker betore thes airport is best,11,1
sob kicu thik joss kintu dhaknita durbol,5,2
valo apnara caile nite paren,7,0
jodi sotti boli taile bolbo baire fitfat vitore sodor ghat,7,0
delivery onk taratari asche kalke order disi ajk sokale hate paiaa gesi takar tulonai vhalo ee akta earbuds apnara chaile nite pare,2,2
ekdom baje product amr earbuds gulu charage e nite chai nh allah ader moto seller der business bondo koruk amin chi daraz chi,10,1
ata jem dekte demon noy ak don baje ar jara game ar jonno niben tara ata teke 100 hat dure taken,7,0
"not good at all
34 fit dure gelei connection lost hoiya jai",4,2
besi valo na motamoti but gaming er jonno ei dam e best,12,1
alhumdullilah motamoti valo but case charge thakei na,7,0
"1 side bati jole na r 1 ta ear nosto
totally waste",3,2
good got the best but but the packaging is very bad,4,2
nostw akta airbudsfultu products kew niben nah ata,6,2
product ta valo na khali bondho hoye jay,7,0
this is the best airpods for gaming and music,11,1
vai ar kisu nen na nen aita niyen khub valo,7,0
ei earbud ta valo na charge akdomi thakena,7,0
allhamdulillah onek valo apnara nite paren,7,0
very and not smooth kan pura jay gabu,7,0
"sawan koyaliti valo
toba chai kom thaka",7,0
onek valo apnarao nite paren,7,0
valo kintu sound ektu kom,7,0
crg thaka na falto products,7,0
jmon asa korsi temon na,7,0
"sound quality onkta baje
r uporer mokh khole gese",7,0
onek baje product 3 din ar vitor sob nosto hoia gse,5,2
gaming er jonno bhalo na beat kom,7,0
product sound 1010 sob dik diye perfect ak kothai moner moton,9,1
ami 22 august air pods pro 2nd generation order korsilam 28 august delivery peyesi,7,0
ak kothai osadaron 4 din use korlam sound quality onak valo call a kotha bola clear kotha suna jai ear buds a charge o valo thaka apnara chaila nita paran,9,1
product ar sound quality khube bhalo bass o deep bass vocal ar quality ak khothai osha dharon akkhtha ai dam a ar thaka bhalo product pao shombhob na saller o onk bhalo manus,7,0
alhamdulillah jmn ta review te dekhechi tar thekeo vlo,7,0
alhamdulillah aj e receive korlam jemon cheyechilam temon e peyechi,7,0
alhamdulillah jymon ta review dykysi tar tykyo valo ar sound quality kob kob valo tnx to sellar and daraz tik time moto delivery dywar jonno sobai nity paryn,8,1
intact product dear jonno onak onak thanks to the seller,12,1
"type c to type c charging cable dise
sounds quality valo
 look tao valo
anc kaj kore kina jani na",7,0
alhamdulillah onk druto hate peyeci hate dhore ekta premium feel pacci sound quality o onk sundor,1,2
ajk hte paici check kore dekhlam soun quality o valo ache delivery o thik time e hoico so ei rate ei product alhamdulillah satisfied,7,0
it was good but the noice consolation type was so poor sound quality good as like price,9,1
"sound quality 10 out of 10
build quality 10 out of 10
packaging 10 out of 10
delivery 10 out of 10 awesome product",11,1
khup baje akta product ak din er modde nosto hoya gase keo kinben na 600tk akdom los hobe khup e kharap akta jines keo kinban na,7,0
alhamdulillah look ta khob e valo aonek tara tari pailam 1kothay ochthir porai,7,0
product ar quality onek valo akdom original productand the seller was very kind,12,1
"best kintu tws er moto sounds quality 
box mone hoi original burds er sound mota muti",12,1
alhamdulillah amr kache ei airpods ta onek valo legeche tank you so much daraz,7,0
product ti onk vlo jamon dekhace tamon e paice chaile apnara nite parben,7,0
product onek valo order korar 5 din por hate pelamekhno use kore dekbo kemon,2,2
sob kicu thik ase and packaging ta o good sob kicu milla perfct sound o osthir,6,2
gaming er jonno aktu pera khete hoy tobe 600 takay onk tai valo maner airports,7,0
nice product but the charger is both side type c so how will i charge it,8,1
battery backup khub kom ei price er moddhe sound quality khub valo,7,0
"products tik ace 
sob kicu perfect 
sound quality o good 
svai nite paren",11,1
onek vlo thank you saller k and daraz k o special thanks for delivery man,12,1
onk vlo ekti product khub vlo colche but nicher popup system er je ekta sound hoy seita hocche nh,11,1
alhamdulillah valo ekta products sobai nite paren,7,0
just awesome jemon ta caici temonta peyechi thanks,12,1
sound quality bettery backup onek valo dekhteo gorgeous nite paren,11,1
sound quality vloichaile nite parendam hisebe vloi,7,0
"temon valo na sound quality kharap onek


taka nosto",7,0
donnobad daraz ke jemon dekhechi thik temon peyechi,7,0
mota moti valo asa ear but a 70r basi charge utha na,7,0
not bad but the opening sound is very annoying,3,2
valo producttana 4 ghonta backup dita para,7,0
onak valo apnara shobay nitay paren,7,0
kew niben na aitaakdom faltu aita na die onno ta dise,2,2
sob e thik ase but cable ta nosto,6,2
valo akta product peyesi thanks,10,1
alhamdulillah bolte gele 1010 dite hbe sei rokm,7,0
khub valo and delivery vaiao khub valo,7,0
good product value for money,11,1
just wow ar kisu bolar nai choto morij,11,1
product vlo alhumdullah sob tik tak shobai nite paren delevery o onek taratari paici jemon dekci tik temon paici ato vlo jenis pabo ai takai vabte pari nai,5,2
price wish good productsound quality bhalo chiloar charging port typec hoar por o tara 1 ta cable dia dise jeta bhalo lagse,11,1
"product 1010
product sera sound quality bhalo",7,0
air pods ta khub i valo sound quality purai agun ar cheye best air pods ato kom damer moddhe kokhonoi dekhi nei,11,1
product valobut c type charger kheyal kori nai akhon c type charger o nai akhon ki kora jay,7,0
akta hate peyechi already r akta order confirmation kora hoise products quality onk vlo sound o joss,2,2
product quality budget bibechonai bolte gele a,7,0
"products valoi ase but android a use korar jonno onek kichu miss korchi 
overall good",10,1
valo asee product jemon dam oi rkm kaj kore deklam use base quality ade mota moti,7,0
valo lagse products kintu apnara charging cable ta den nai ai karone valo lago na,7,0
onek sundor ekai products sobai nite paren delivery man er bebohar onek valo,7,0
sound quality khub e vlo charge o valoi thake ami 2 ta niyechi,7,0
khub kharap delivery cable er samne pechone aksound quality valo na,7,0
alhamdulillah amr onek vlo lagce ekhn vlo service dilei holo,7,0
good but ekta besi ekta kom sound hoy sound level perfect na,12,1
ata vlo sobay babohar korte paro dam kom kinto jinis ta vlo,7,0
valo ase product chile nite paren sound quality onek valo,7,0
onek valo eta tobe charge kom thake bole mone hoi,7,0
onk valo ekti product chaile nissondehe nite paren,7,0
alhamdulillah price hishabe product anek valo,7,0
amar ata open hoy nah,6,2
akta charge thaktese arektai thektese na 100 e hosse na,7,0
2ta nisi 1 ta charging back up kom thake,7,0
good quality product best deal ei price e,12,1
akta valo akta nostoata asha kori ni,7,0
onak valo apnara nitay paren,7,0
onek valo apora nite paren,7,0
good sound ami 4 ta nici,10,1
kisu bolar nay10 e 10,7,0
"mobile e connect korle thik ace but pc laptop e jamela hoi

sound baje dei",7,0
"ajke pailam 
use kore deki kemon",7,0
mota moti charge 1tu kom thke,7,0
ami product ta power por dakhi porduct ar silling thik thak asa tai ami ar deliveryman ar sam na khuli ni kintu bashai asa khular por dakhi air poods ta bhito ra jai sada plastic ta dia pacha no tha ka sata khula,4,2
charge thake nah bal er product a,6,2
"aktay charge cilo na somosa nai charge diya sob ok ase 
genuine product
great sound love it 

thanks seller and daraz",13,1
twsta near kono icche chilona 40 er voucher thakay 300 taka diye niye nilam,7,0
awesome product satisfied 2 din er vitore delivery paisi khub fast valoi,12,1
earbuds ta onk valobt packaging ta amr kase valo lage nibasi chap porse product tar upor,7,0
alhamdulillah tws ta onek valo price onujayi sound quality very good charge backup o enough delivery chilo super fast overall satisfied thanks seller and daraz,13,1
ei product ta onk valo ami ekta use kortesi eta amar bon er jonno order disilam,7,0
"sound quality 1010 at this price
comfort 710
looks1010
battery910",9,1
just akta word bolbo the best tws,11,1
er theke kharap r tws r ache kina jani na sound eto baje ki bolbo beshi din use korle kan e kharap hoye jabe,4,2
ai price e better pete paren kintu ototao kharap na m20 gular moroe ai model,10,1
masallah vloi product sound quality o vlo but charge ektu kom thake ta cara sob thik thak aca alhamdulillah,4,2
baje 1ra airpod ai price e 1 hour o charge thake na,7,0
delivery too late delivery vaiyata amar location a ae nai,7,0
ak kothai osthir ar jar kotha na bollai noi dalivari boy ta onke valo silo thank you daraz,9,1
"this is so good 
prize hisabe khob balo",12,1
product valo chilo,7,0
alhamdulillah onk valo akta productapnara nite pren,7,0
emnite valo sound ta ektu kom mone hoyese mobile theke volume bariye dite hoy,7,0
ei price er moddhe best product charge onk hour thake sound quality onk vlo,11,1
alhamdulillah onek valo jemon ta chaisilam temon e paisi ajk ei hate paisi,2,2
assalamulaikum alhamdulillah sob kichui valo tobe ekta buds a ektu problem hochhe ekta buds charge a bosanor somoy ektu nora nori korte hochhe tobe ektu guta guti kore adjust koriye dilei sob ok kintu sob theke boro kotha ami seller a onk massage korechi se birokto na hoye valo vabei amk reply koreche tar bebohar eto valo jar karone ei buds er problem ta soman soman hoye geche tnx sellar vai,1,2
onek valo products jinis ta khubi valo lagse,7,0
alluhamdurilla ami time er age paigese,7,0
"joss ekta products just looking like a wowsound quality mutamuti valo
thank you daraz thank you seller",12,1
product ta nissondehe valo but buds gulo charge a dile koyek bar nara deyar pore charge show kore abr majhe majhe charge chere dey,7,0
ami ai product ta 3 month use korsi valo lagche aitar price onu jai aitar sound quality moto moti,7,0
just looking like a wow,12,1
3 month por review dilamshotti khub best ekta bluetooth eke sound master o bolte paren,11,1
alhamduillah headphone ta khub valo legeche apnara caile nite paren,7,0
khube e vlo akta jinesh thanks you daraz,10,1
product ta khuboi valo sound quality charge backup look sob miliye darun ami onek happy,9,1
all over good box er charge joldi shesh hoye jay otherwise ear buds er charge long lasting sound quality bolte gele ek kaner sound kom arek kaner beshi quality price onujayi good recommended product it is same as shown,12,1
sound quality medium beshi clarity nai sound ee ektu noice ashe bass lover de jonno best ei price ee motamoti ekta bhalo product kharap nah but aro bhalo hoile bhalo hoito price onujai,11,1
product ta valoi and delivery taw khub tara tari payachi thx daraz saller and delivery man,9,1
"thnxxx for the product
valo clo",7,0
valoi cholchhe charge thake onek khon,7,0
valo product kintu connect hoita aktu somoi lage,7,0
amar khub valo lagsevaloi chole ai tk ai best,11,1
the product is good but the charge is low compared to other tws hope to get a better and cheaper product in the future,12,1
"very nice product as like picture delivery man o khub valo behavior packing o valo chilo
thanks to seller and for daraz",12,1
product ta khubi bhalo ami gotobochor june e amar jonno nisi ekhono use kortesi smoothly august e friend ke gift korsilam oitao bhalo choltese ekhono 1010,12,1
valo na dui ta eksathe connect hoy na alada alada connect korte hoy tachara cheyechilam m90 pro diyeche m90,7,0
mone hoina beshi din tikbedekha jak kotodin tikeyjodi vlo hoi tahole abr order dibo,7,0
produced ta asholei onk valo chilo,7,0
left speaker a sound thik ase but right a onk kom sound ashanurup holo na,7,0
product valo nite paren kom bugdet e valo device but charge backup valo na,7,0
product jamon deksi temon pisi ak week babohar korlam valoibut charging problem ase 50 por charge kom thake olpo kisu khoner vitor shes hoia jay,4,2
buds ar battery onek kom bar bar charge 2 hour use korlei charge kora lage,7,0
ak dom bajee sound quality akta ak rokom chargeing e problem,4,2
nice product kintu majhe majhe automatically disconnect hoye jai,9,1
bai anak balo product apni thitha paran,7,0
product ta delivery hoye silo september 5 tarikh ajker date september 23 18 din use er por box kaj kora bondho kore dise earbuds gula still kaj kortese but box kaj kore na tai earbuds gular charge shesh hoye gele r use kora jabe na product tao original na,10,1
100 copy product l airbuds ta akdomi charge tike na r call a mic kaj kore na kotha bola jai na,10,1
"kew niyen na nosto product sell kore beiman kth	kar",7,0
onek bhalo product apnara nite paren,7,0
valo ase tobe charg beckup kub kom,7,0
good 1 yr use hoise ekon o valo,10,1
charger backup khub e kom,7,0
still running after 5 month,7,0
product ta sotty khub valo sobay ayta nita parin,7,0
product akdom intake paici kintu left bud tar battery backup aktu kom,7,0
m90 tws earbuds awesomeami pura dui din age charge disi onek valo kaj kore,7,0
earbuds case ta aktu boro but sob miliy product ta valo,4,2
ami 2 ta ak sate bajate pari na sitting ta bolen plz,7,0
khubi valo ekti product shob thik thak chilo,7,0
akta valo podak sobai neta paran,7,0
anek sundor ata kew nile nite paren,7,0
earbuds quality is really good,10,1
motamuti tk hishaba sound quality ok,9,1
left earbuds a touch sensor kaj kore nah,6,2
ak kaner ta banga cilokintu sound quality valo,7,0
left side air bud nosto,7,0
"ekodom baje 
er theke baje mone hoy r hote pare na",7,0
akta bud nosto silo rerunkore disi,7,0
"product ta valo silo sound 910 
connectivity 810 
delivery pakage damaged silo plus cable ta moila silo like it used before overall good",9,1
3 din holo nilam amr kase valoi lagche apnarao nite paren,7,0
khubi baze ekta product diche amake sound oto valo nah quality valoo nah kew niben nah,4,2
motamuti valosound toto ta high natoba valoi,7,0
"onek balo silo
daraz ke tnx
ato balo prodak dewyar jonno",8,1
sholpo mulle khubi valo akta product peyechi charging back up 3 hours price onujai valo legeche,7,0
alhamdulillah product quality is good price onujayi thik ache affordable option for regular uses,7,0
alhamdulillah airport gola onk vlo cilo sound quality onk vlo use korar por review dilam charg 3 hour projnto breakup dei amr kase kom damer modde valoi lagce apnra chaile nite pare,7,0
ai price e ja paise tai onek just sudhu battery ektu kom but ai price e onek vlo thanks for this product,11,1
joss ekta product sound quality o onk valodelivery o taratari peyechi and delivery man er behaviour o valo chilosob miliye best ekta product,11,1
ajkeii hath e paisi,7,0
very very bad ekta nosto charge temn thake na hard type r kan e betha lage kew nia tk nosto korben na,2,2
delevery fast silo sound quality 104 r upore slide korle auto off hoy niche slide korle abr on hoy onkei vul vabte paren j auto off hoy asole aita system alhamdulillah motamuti vlo ase chaile nite paren,7,0
jinis ta motamoti price hisabe valo sound valo change back up aktu kom kintu price hisabe thik ase,7,0
sound quality valo but products quality akdom kharip r packaging kotha ki bolbo akdom kharip cilo tar karon ami age pement korcilam hoi to tar jonno hoita pare,7,0
vlo tobe samsung er opre jei light ta ace oita jole naamne dam onojayi baki sbkico thik thaktouch sensor work koreoverall good,10,1
dam onujayi valoi ache charge backup o valo tobe charging cable ta luss connection pay,3,2
everything ok sudhu charge backup ta kom tobe dam onujaye valo ache apnara chaile nite paren,6,2
"price hisebe thik ache but battery backup ektu 23hours jay
100 recommended in this price",7,0
bad review dichilam but alhamdulillah tws ta khubi valo delivery howar duidin por hate pelam,1,2
"dam hesabe a ok
but koto din cole ata dekta hobe
are charge kemon thekba ta bolta pari na",8,1
battery problem ami return korbo,4,2
alhamdulellah dam er dik tekhe airpots ta onek vlo2 diner moddei hate paisi,2,2
onk valo ekta product timely peyechi sound onk valo overall im satisfied,9,1
onak sundor akta product sobai nita parangaming ar jonno onak valosound quality valo,7,0
product er colour combination valo chilo but delivery man er behaviour valo chilo n,7,0
onek valosound quality o onk sundorkane onk khn porle bethao hoynanite paren,7,0
mota moti ami realme ar ta order dicilam but dise arimo but sounds good base o valo,11,1
onek onek valo dam tao onek kom,7,0
dam onojai 10a 10 onek khon gun sonlam valo oi kom dam a chaile nite paren,4,2
"kubi sundor buds apnar caile nite pare sound o bhalo
tnx hedaya and tnx daraz",10,1
vai onek valo akta product kom dame best sound quality o onek valo,11,1
5 din us kore revu delam onek vlo dam onu jaie sund kulati o onek valo,7,0
"valoi dam dishabe khub valo
sterio sound valoi lage valo bass dite pare",7,0
order korlam kunta ar dilen kuntaby the wayproduct ta valoi ase,7,0
amar ta valo na charge taka na akta valo ar akta valo na nosto,7,0
"best sound quality 
ei price er moddhe seraaa
sobai nite paren",11,1
onk vhlo sound ashe jinis ta onk vhlo apnara perches korte paren,7,0
mota moti valo ar akto valo hole kosi hotam r hay kan beta,7,0
alhamdulillah i am satisfied apnara chaile nite paren,9,1
joos ekti product cilo bass sound charging backup osthir cilo ar seller ta onak valo cilo thanks daraz ato sundor product dewar jonno,10,1
price hisabe quality thik ache normal use er jonno parfact,4,2
sei akta product ato kom dame ato vlo product sei osthir,7,0
valo cilo aii damer modhee alhamdulillah valoi peyesi,7,0
alhamdulillah dam anujay jinista valo thank you daraj,9,1
"balo acche
apnara chaile nite paren
thanks daraz k",10,1
the sound quality is good considering the price,10,1
valoie sound quality 100 koria sonla okr overall valo,7,0
baloy amnara netaparean kintu lenovo ta nian,7,0
product is good but delivery men mc,8,1
price onujay valoi sound quality o valo,7,0
base ta akto beshi movie dekhle mone hoi speaker bajtase jara gan shune tader vlo lagbe,7,0
3 mas dore bebohar koci onek good prodak,10,1
motamote vaolo dam hisabe thik thak ase,7,0
good valo ache alhamdulillah valo,7,0
akta nostomood tai nosto hoia gese,7,0
"product valo ache
j kew nite paren",4,2
"vlo cherge kom
nite paren ei dame",7,0
ak kothai best tnq daraz,11,1
mota moti vlo price hisebe,7,0
"balo acche
thanks daraz k",10,1
ek kothay onk valo ekta product r sellar vaiya ta o onk valo chilo,7,0
valo sobai nite paren ami onek gula nisi,7,0
jinis ti balo kinto babohar korar por bujte parbo,7,0
valo kinto earbuds a samsung likha nai delivery aste onek late hoise,7,0
"alhamdullah onk valo products sound quality onk valo budget er modde sera products delivery man er bebohar o onk valo cilo
thanks daraz",10,1
mota muti apnara sobai nite paren kintu amr package aste atu beshi late kore felse but product ta average,7,0
khov valo akta product ai bajet ar modhe,7,0
osthirsound 100100 valo cilo,7,0
earbuds e charge khub kom thake but other side quality khub valo,7,0
price hisebe bhalo ase akn deka jak koi din use kora jai,7,0
valo silo 320 tk hisabe valo chaile nite paren,7,0
charge nosto kmn da lgetk dia kinbo tai bole ki nosto diben,7,0
alhamdulillah valo sobai nite paren,7,0
size ta onk choto daam onujayi thikache,7,0
valo review dekhe kinlam ekhon dekhi ek ta kaj kore ekta korenaabar ektu chole disconnect hoyebjayekta cholle tao mantam etonar disconnect hole kivabe ki,7,0
"akdom paltu headphones sound quality valo nah ak kan suna jai arek kan suna jai nah
ar agula local headphones ar moto",5,2
dam hisabe average oto o vlo sound quality nh r seller k msg dile seen e kore nh ami 9 din por parcel hate paichi,9,1
ummm yeah its a good productekhon dekhi kotodin chole ar kotokhon charge thke sound quality 1009,11,1
sobai nite paren awesome akta producttobe charging port type c hole valo hoto i phone er charger er port deoause korci onk valo sound dey r charge o thake onk valo,11,1
"khub vlo product onk din charge thake
15 din use korar por review dilamover all vlo bola jai
apnara chaile nite paren",7,0
alhamdulliah onek valo akta product kinto order korecilam kalo colour peyeci sada ta tarporeo ato kom dam ee onek valo akta product peyeci,7,0
ei dame khub bhalo ekta product ami kisu larsent discount e nisilam apnarao nite paren,7,0
alhamdulliha product onk valo chilo delivery man o onk valo chilo donnobad daraz,7,0
"dakhalo mi dilo apple ar duplicate ta bujlam na
but price onujaye product ta valo",7,0
nice prodact bebohar kore tarpor review dicci khub valo prodact caile nite paren,9,1
airbud ta bhaloicharge motamoti onek khon thakebut delivery onek slow chilo,7,0
onek balo product paisi apnara o chaily nite parenkhub druto delivery paisi,7,0
price onujai product valoi akhon dekhar bishoy charge kototuku back up day,7,0
bhai akdom beje packet sera airpods a dag on hoy na taka gola jola galo,7,0
samsung caichi 2 ta akta samsung paichi ar akta anno brand ar paichi,7,0
baje product box packaging valo chilo na and dan kaner airpods ta nosto kichu sona jai na,7,0
dam hisebe onek valo hoiche sundhar akta product paici tnx,8,1
